rk,player,nation,pos,squad,age,born_year,mp,starts,min,nineties,gls,ast,g_a,g_minus_pk,pk,pkatt,crdy,crdr,gls_per90,ast_per90,g_a_per90,g_minus_pk_per90,g_a_minus_pk_per90,g_minus_pk_per90_calc,pk_per90,pkatt_per90,crdy_per90,crdr_per90
485,Zane Monlouis,eng ENG,DF,Toronto FC,22.0,2003.0,16,10,955,10.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0
486,Shaq Moore,us USA,DFMF,FC Dallas,29.0,1996.0,18,17,1567,17.4,0,1,1,0,0,0,2,0,0.0,0.06,0.06,0.0,0.06,0.0,0.0,0.0,0.11,0.0
487,Felipe Mora,cl CHI,FWMF,Portland Timbers,33.0,1993.0,13,5,448,5.0,4,0,4,4,0,0,1,0,0.8,0.0,0.8,0.8,0.8,0.8,0.0,0.0,0.2,0.0
488,Efrain Morales,bo BOL,DF,CF Montréal,22.0,2004.0,14,12,1071,11.9,0,2,2,0,0,0,0,0,0.0,0.17,0.17,0.0,0.17,0.0,0.0,0.0,0.0,0.0
489,Santi Morales,us USA,MF,Inter Miami,19.0,2007.0,1,1,72,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
490,Maximiliano Moralez,ar ARG,MF,NYCFC,39.0,1987.0,14,14,1124,12.5,1,6,7,0,1,1,1,0,0.08,0.48,0.56,0.0,0.48,0.0,0.08,0.08,0.08,0.0
491,Steven Moreira,cv CPV,DF,Columbus Crew,32.0,1994.0,18,15,1378,15.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0
492,Santiago Moreno,co COL,MFFW,FC Dallas,26.0,2000.0,14,8,692,7.7,2,2,4,1,1,1,1,0,0.26,0.26,0.52,0.13,0.39,0.13,0.13,0.13,0.13,0.0
493,Lewis Morgan,sct SCO,FW,San Diego FC,29.0,1996.0,11,5,415,4.6,0,2,2,0,0,0,1,0,0.0,0.43,0.43,0.0,0.43,0.0,0.0,0.0,0.22,0.0
494,Jordan Morris,us USA,MFFW,Seattle Sounders,31.0,1994.0,11,7,587,6.5,1,2,3,1,0,0,0,0,0.15,0.31,0.46,0.15,0.46,0.15,0.0,0.0,0.0,0.0
495,Moises Mosquera,co COL,DF,Sporting KC,25.0,2001.0,3,2,175,1.9,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.51
496,Rafael Mosquera,pa PAN,FW,RB New York,21.0,2005.0,10,1,317,3.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0
497,Chris Mueller,us USA,FW,Chicago Fire,29.0,1996.0,5,1,94,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0
498,Hany Mukhtar,de GER,FWMF,Nashville SC,31.0,1995.0,19,16,1522,16.9,8,4,12,8,0,0,2,0,0.47,0.24,0.71,0.47,0.71,0.47,0.0,0.0,0.12,0.0
499,Thomas Müller,de GER,MF,Vancouver,36.0,1989.0,15,12,1112,12.4,6,2,8,3,3,3,0,0,0.49,0.16,0.65,0.24,0.4,0.24,0.24,0.24,0.0,0.0
500,Daniel Munie,us USA,DF,SJ Earthquakes,26.0,2000.0,18,18,1620,18.0,4,1,5,4,0,0,3,0,0.22,0.06,0.28,0.22,0.28,0.22,0.0,0.0,0.17,0.0
501,Louis Munteanu,ro ROU,FW,D.C. United,24.0,2002.0,15,10,970,10.8,5,1,6,4,1,1,2,0,0.46,0.09,0.56,0.37,0.46,0.37,0.09,0.09,0.19,0.0
502,Facundo Mura,ar ARG,DFMF,Inter Miami,27.0,1999.0,16,10,989,11.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
503,Ian Murphy,us USA,DF,Colorado Rapids,26.0,2000.0,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
504,Ian Murphy,us USA,DF,San Diego FC,26.0,2000.0,2,1,105,1.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.0
505,Max Murray,us USA,DF,NYCFC,24.0,2002.0,1,1,77,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
506,Jacob Murrell,us USA,FW,D.C. United,22.0,2004.0,8,0,74,0.8,0,1,1,0,0,0,1,0,0.0,1.22,1.22,0.0,1.22,0.0,0.0,0.0,1.22,0.0
507,Petar Musa,hr CRO,FW,FC Dallas,28.0,1998.0,17,15,1333,14.8,14,2,16,12,2,2,1,0,0.95,0.14,1.08,0.81,0.95,0.81,0.14,0.14,0.07,0.0
508,Daniel Musovski,mk MKD,FW,Seattle Sounders,30.0,1995.0,17,9,762,8.5,1,0,1,1,0,0,1,0,0.12,0.0,0.12,0.12,0.12,0.12,0.0,0.0,0.12,0.0
509,Alex Muyl,us USA,MF,Nashville SC,30.0,1995.0,17,8,711,7.9,0,1,1,0,0,0,2,0,0.0,0.13,0.13,0.0,0.13,0.0,0.0,0.0,0.25,0.0
510,Tristan Muyumba,fr FRA,MF,Atlanta Utd,29.0,1997.0,19,16,1433,15.9,3,0,3,3,0,0,3,0,0.19,0.0,0.19,0.19,0.19,0.19,0.0,0.0,0.19,0.0
511,Andy Najar,hn HON,DF,Nashville SC,33.0,1993.0,16,12,1056,11.7,1,3,4,1,0,0,3,0,0.09,0.26,0.34,0.09,0.34,0.09,0.0,0.0,0.26,0.0
512,Matheus Nascimento,br BRA,FW,LA Galaxy,22.0,2004.0,8,0,151,1.7,1,0,1,1,0,0,0,0,0.6,0.0,0.6,0.6,0.6,0.6,0.0,0.0,0.0,0.0
513,Miguel Navarro,ve VEN,DF,Colorado Rapids,27.0,1999.0,14,9,934,10.4,0,1,1,0,0,0,6,1,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.58,0.1
514,Rafael Navarro,br BRA,FW,Colorado Rapids,26.0,2000.0,19,19,1703,18.9,10,3,13,8,2,2,5,0,0.53,0.16,0.69,0.42,0.58,0.42,0.11,0.11,0.26,0.0
515,Philippe Ndinga,ga GAB,DF,Philadelphia,21.0,2005.0,6,3,221,2.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0
516,Jalen Neal,us USA,DF,CF Montréal,22.0,2003.0,9,8,660,7.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0
517,Dylan Nealis,us USA,DF,RB New York,28.0,1998.0,16,16,1377,15.3,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
518,Sean Nealis,us USA,DF,D.C. United,29.0,1997.0,7,3,254,2.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
519,Franco Negri,ar ARG,DF,Houston,31.0,1995.0,8,5,378,4.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0
520,Jayden Nelson,ca CAN,MF,Austin FC,23.0,2002.0,12,6,478,5.3,2,0,2,2,0,0,2,0,0.38,0.0,0.38,0.38,0.38,0.38,0.0,0.0,0.38,0.0
521,John Nelson,us USA,DF,LA Galaxy,28.0,1998.0,18,11,1137,12.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0
522,Jean-Claude Ngando,cm CMR,MF,Vancouver,26.0,1999.0,3,1,114,1.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.0
523,Kenneth Nielsen,us USA,DF,LAFC,24.0,2002.0,5,2,169,1.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.0
524,Kimito Nono,jp JPN,MF,D.C. United,24.0,2002.0,1,1,79,0.9,0,1,1,0,0,0,0,0,0.0,1.14,1.14,0.0,1.14,0.0,0.0,0.0,0.0,0.0
525,Nolan Norris,us USA,DF,FC Dallas,21.0,2005.0,15,13,1169,13.0,1,0,1,1,0,0,5,0,0.08,0.0,0.08,0.08,0.08,0.08,0.0,0.0,0.38,0.0
526,Obinna Nwobodo,ng NGA,MF,FC Cincinnati,29.0,1996.0,14,8,680,7.6,0,1,1,0,0,0,4,0,0.0,0.13,0.13,0.0,0.13,0.0,0.0,0.0,0.53,0.0
527,Aiden O'Neill,au AUS,MF,NYCFC,28.0,1998.0,11,11,904,10.0,0,1,1,0,0,0,2,0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.2,0.0
528,Kevin O'Toole,ie IRL,DF,NYCFC,27.0,1998.0,11,10,931,10.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
529,Édier Ocampo,co COL,DF,Vancouver,22.0,2003.0,17,16,1358,15.1,1,0,1,1,0,0,6,0,0.07,0.0,0.07,0.07,0.07,0.07,0.0,0.0,0.4,0.0
530,Agustin Ojeda,ar ARG,MFFW,NYCFC,22.0,2004.0,19,19,1522,16.9,5,4,9,5,0,0,1,0,0.3,0.24,0.53,0.3,0.53,0.3,0.0,0.0,0.06,0.0
531,Braian Ojeda,py PAR,MF,Orlando City,26.0,2000.0,18,18,1605,17.8,1,2,3,1,0,0,1,0,0.06,0.11,0.17,0.06,0.17,0.06,0.0,0.0,0.06,0.0
532,Martín Ojeda,ar ARG,FWMF,Orlando City,27.0,1998.0,15,15,1313,14.6,11,0,11,8,3,3,1,0,0.75,0.0,0.75,0.55,0.55,0.55,0.21,0.21,0.07,0.0
533,Hamzat Ojediran,ng NGA,MF,Colorado Rapids,22.0,2003.0,17,16,1152,12.8,1,0,1,1,0,0,7,0,0.08,0.0,0.08,0.08,0.08,0.08,0.0,0.0,0.55,0.0
534,Victor Olatunji,ng NGA,FW,Real Salt Lake,26.0,1999.0,15,2,324,3.6,1,0,1,1,0,0,0,0,0.28,0.0,0.28,0.28,0.28,0.28,0.0,0.0,0.0,0.0
535,Salvador Olivas,us USA,FW,Philadelphia,20.0,2006.0,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
536,Cristiano Oliveira,us USA,MF,NE Revolution,18.0,2008.0,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
537,Kwadwo Opoku,gh GHA,FW,CF Montréal,25.0,2001.0,5,0,103,1.1,1,0,1,1,0,0,0,0,0.87,0.0,0.87,0.87,0.87,0.87,0.0,0.0,0.0,0.0
538,Nathan Ordaz,sv SLV,FW,D.C. United,22.0,2004.0,4,0,60,0.7,0,1,1,0,0,0,0,0,0.0,1.5,1.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0
539,Nathan Ordaz,sv SLV,FWMF,LAFC,22.0,2004.0,9,6,501,5.6,2,0,2,2,0,0,0,0,0.36,0.0,0.36,0.36,0.36,0.36,0.0,0.0,0.0,0.0
540,Sergio Oregel,us USA,MF,Chicago Fire,21.0,2005.0,3,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
541,Jaziel Orozco,us USA,DFMF,St. Louis City,22.0,2004.0,13,10,832,9.2,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0
542,Jonathan Osorio,ca CAN,MF,Toronto FC,34.0,1992.0,17,17,1530,17.0,0,3,3,0,0,0,7,0,0.0,0.18,0.18,0.0,0.18,0.0,0.0,0.0,0.41,0.0
543,Tomáš Ostrák,cz CZE,MF,St. Louis City,26.0,2000.0,3,0,25,0.3,1,0,1,1,0,0,0,0,3.6,0.0,3.6,3.6,3.6,3.6,0.0,0.0,0.0,0.0
544,Luis Otávio,br BRA,MF,Orlando City,19.0,2007.0,14,7,632,7.0,1,0,1,1,0,0,2,0,0.14,0.0,0.14,0.14,0.14,0.14,0.0,0.0,0.28,0.0
545,Javier Otero,ve VEN,GK,Orlando City,23.0,2002.0,2,1,162,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
546,Prince Owusu,gh GHA,FW,CF Montréal,29.0,1997.0,18,17,1444,16.0,11,6,17,6,5,5,6,0,0.69,0.37,1.06,0.37,0.75,0.37,0.31,0.31,0.37,0.0
547,Woobens Pacius,ht HAI,FW,Nashville SC,25.0,2001.0,12,3,244,2.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0
548,Devin Padelford,us USA,DFMF,Minnesota Utd,23.0,2003.0,15,5,606,6.7,1,1,2,1,0,0,0,0,0.15,0.15,0.3,0.15,0.3,0.15,0.0,0.0,0.0,0.0
549,Joseph Paintsil,gh GHA,FWMF,LA Galaxy,28.0,1998.0,16,15,1272,14.1,4,2,6,4,0,0,2,0,0.28,0.14,0.42,0.28,0.42,0.28,0.0,0.0,0.14,0.0
550,Jeison Palacios,co COL,DF,Nashville SC,32.0,1994.0,15,14,1247,13.9,1,0,1,1,0,0,2,0,0.07,0.0,0.07,0.07,0.07,0.07,0.0,0.0,0.14,0.0
551,Sergi Palencia,es ESP,DF,LAFC,30.0,1996.0,9,8,623,6.9,1,0,1,1,0,0,2,0,0.14,0.0,0.14,0.14,0.14,0.14,0.0,0.0,0.29,0.0
552,James Pantemis,ca CAN,GK,Portland Timbers,29.0,1997.0,19,19,1710,19.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0
553,Isaiah Parente,us USA,MF,LA Galaxy,26.0,2000.0,6,0,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
554,Tim Parker,us USA,DF,RB New York,33.0,1993.0,8,4,434,4.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0
555,Keaton Parks,us USA,MF,NYCFC,29.0,1997.0,15,11,880,9.8,2,0,2,2,0,0,3,0,0.2,0.0,0.2,0.2,0.2,0.2,0.0,0.0,0.31,0.0
556,Marco Pašalić,hr CRO,MFFW,Orlando City,25.0,2000.0,11,8,687,7.6,2,0,2,2,0,0,3,0,0.26,0.0,0.26,0.26,0.26,0.26,0.0,0.0,0.39,0.0
557,Pedrinho,br BRA,FW,Orlando City,20.0,2006.0,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
558,Peglow,br BRA,MF,D.C. United,24.0,2002.0,18,18,1508,16.8,1,3,4,1,0,0,4,0,0.06,0.18,0.24,0.06,0.24,0.06,0.0,0.0,0.24,0.0
559,Amahl Pellegrino,no NOR,FWMF,San Diego FC,36.0,1990.0,12,8,678,7.5,2,1,3,2,0,0,0,1,0.27,0.13,0.4,0.27,0.4,0.27,0.0,0.0,0.0,0.13
560,Matti Peltola,fi FIN,MF,D.C. United,24.0,2002.0,19,16,1501,16.7,1,0,1,1,0,0,1,0,0.06,0.0,0.06,0.06,0.06,0.06,0.0,0.0,0.06,0.0
561,Andrés Perea,us USA,MF,NYCFC,25.0,2000.0,9,5,563,6.3,1,1,2,1,0,0,0,0,0.16,0.16,0.32,0.16,0.32,0.16,0.0,0.0,0.0,0.0
562,Daniel Pereira,ve VEN,MF,Austin FC,26.0,2000.0,8,4,366,4.1,0,1,1,0,0,0,1,0,0.0,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.25,0.0
563,Daniel Pereira,ve VEN,MF,CF Montréal,26.0,2000.0,4,2,241,2.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0
564,Matheus Pereira,br BRA,MF,Toronto FC,25.0,2000.0,2,1,120,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
565,Joaquín Pereyra,ar ARG,FWMF,Minnesota Utd,27.0,1998.0,19,18,1637,18.2,2,6,8,2,0,0,3,0,0.11,0.33,0.44,0.11,0.44,0.11,0.0,0.0,0.16,0.0
566,Miguel Perez,us USA,MF,St. Louis City,21.0,2005.0,10,3,264,2.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.0
567,Nikola Petković,rs SRB,MF,Seattle Sounders,23.0,2003.0,4,2,134,1.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.34,0.0
568,Luca Petrasso,ca CAN,DF,CF Montréal,26.0,2000.0,17,17,1524,16.9,0,1,1,0,0,0,1,0,0.0,0.06,0.06,0.0,0.06,0.0,0.0,0.0,0.06,0.0
569,Donavan Phillip,lc LCA,MF,Colorado Rapids,21.0,2005.0,2,0,30,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
570,Hugo Picard,fr FRA,MFFW,Columbus Crew,23.0,2003.0,18,9,863,9.6,2,2,4,2,0,0,0,0,0.21,0.21,0.42,0.21,0.42,0.21,0.0,0.0,0.0,0.0
571,Fafà Picault,ht HAI,FW,Atlanta Utd,35.0,1991.0,12,5,518,5.8,2,1,3,2,0,0,1,0,0.35,0.17,0.52,0.35,0.52,0.35,0.0,0.0,0.17,0.0
572,Kevin Pierre,us USA,MF,NYCFC,23.0,2003.0,2,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
573,Neil Pierre,us USA,DF,Philadelphia,18.0,2007.0,4,3,305,3.4,2,0,2,2,0,0,0,0,0.59,0.0,0.59,0.59,0.59,0.59,0.0,0.0,0.0,0.0
574,Samuel Piette,ca CAN,MF,CF Montréal,31.0,1994.0,13,8,621,6.9,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0
575,Ian Pilcher,us USA,DF,San Diego FC,23.0,2003.0,8,2,170,1.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06,0.0
576,Mauricio Pineda,us USA,MF,Chicago Fire,28.0,1997.0,13,5,517,5.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
577,Dániel Pintér,us USA,MFFW,Inter Miami,19.0,2007.0,9,2,284,3.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0
578,Ariath Piol,au AUS,FW,Real Salt Lake,21.0,2004.0,2,2,164,1.8,1,0,1,1,0,0,0,0,0.55,0.0,0.55,0.55,0.55,0.55,0.0,0.0,0.0,0.0
579,Gabriel Pirani,br BRA,MF,San Diego FC,24.0,2002.0,2,1,103,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
580,Gabriel Pirani,br BRA,FWMF,D.C. United,24.0,2002.0,7,6,468,5.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0
581,Preston Plambeck,us USA,MF,Inter Miami,20.0,2005.0,6,0,81,0.9,1,0,1,1,0,0,0,0,1.11,0.0,1.11,1.11,1.11,1.11,0.0,0.0,0.0,0.0
582,Matt Polster,us USA,MFDF,NE Revolution,33.0,1993.0,14,12,889,9.9,0,1,1,0,0,0,2,0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.2,0.0
583,Dante Polvara,us USA,DF,St. Louis City,26.0,2000.0,19,19,1633,18.1,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0
584,Célio Pompeu,br BRA,MF,St. Louis City,26.0,1999.0,3,1,114,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,Ezequiel Ponce,ar ARG,FW,Houston,29.0,1997.0,17,13,1114,12.4,0,1,1,0,0,0,2,0,0.0,0.08,0.08,0.0,0.08,0.0,0.0,0.0,0.16,0.0
586,Ryan Porteous,sct SCO,DF,LAFC,27.0,1999.0,18,16,1518,16.9,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0
587,Alvas Powell,jm JAM,DF,FC Cincinnati,32.0,1994.0,8,1,161,1.8,0,1,1,0,0,0,0,1,0.0,0.56,0.56,0.0,0.56,0.0,0.0,0.0,0.0,0.56
588,Owen Presthus,us USA,DF,Columbus Crew,20.0,2006.0,1,1,59,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
589,Ralph Priso-Mbongue,ca CAN,DF,Vancouver,24.0,2002.0,8,6,542,6.0,1,0,1,1,0,0,0,0,0.17,0.0,0.17,0.17,0.17,0.17,0.0,0.0,0.0,0.0
590,Andrew Privett,us USA,DF,Charlotte,26.0,2000.0,8,6,570,6.3,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0
591,John Pulskamp,us USA,GK,Sporting KC,25.0,2001.0,9,9,810,9.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
592,Troy Putt,nz NZL,FW,Minnesota Utd,19.0,2006.0,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
593,Przemysław Płacheta,pl POL,MF,Austin FC,28.0,1998.0,4,1,150,1.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0
594,Ahmed Qasem,iq IRQ,MFFW,Nashville SC,23.0,2003.0,18,11,931,10.3,1,1,2,1,0,0,3,0,0.1,0.1,0.19,0.1,0.19,0.1,0.0,0.0,0.29,0.0
595,Philip Quinton,us USA,DF,Real Salt Lake,26.0,1999.0,15,12,1126,12.5,0,1,1,0,0,0,2,0,0.0,0.08,0.08,0.0,0.08,0.0,0.0,0.0,0.16,0.0
596,Viktor Radojevic,rs SRB,DF,Chicago Fire,22.0,2004.0,8,2,188,2.1,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0
597,Jeremy Rafanello,us USA,MF,Philadelphia,26.0,2000.0,4,2,204,2.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0
598,Jackson Ragen,us USA,DF,Seattle Sounders,27.0,1998.0,15,14,1328,14.8,0,0,0,0,0,0,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.07
599,Brooklyn Raines,us USA,MF,NE Revolution,21.0,2005.0,18,18,1582,17.6,1,0,1,1,0,0,7,0,0.06,0.0,0.06,0.06,0.06,0.06,0.0,0.0,0.4,0.0
600,Bryan Ramírez,ec ECU,MF,FC Cincinnati,26.0,2000.0,18,15,1343,14.9,1,2,3,1,0,0,6,0,0.07,0.13,0.2,0.07,0.2,0.07,0.0,0.0,0.4,0.0
601,Christian Ramirez,us USA,FWMF,Austin FC,35.0,1991.0,17,9,763,8.5,5,1,6,5,0,0,0,0,0.59,0.12,0.71,0.59,0.71,0.59,0.0,0.0,0.0,0.0
602,Rubén Ramos,us USA,FW,LA Galaxy,19.0,2007.0,5,1,110,1.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.0
603,Ryan Raposo,ca CAN,DFMF,LAFC,27.0,1999.0,9,3,338,3.8,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.0
604,Tim Ream,us USA,DF,Charlotte,38.0,1987.0,13,13,1125,12.5,0,1,1,0,0,0,0,0,0.0,0.08,0.08,0.0,0.08,0.0,0.0,0.0,0.0,0.0
605,Sergio Reguilón,es ESP,DF,Inter Miami,29.0,1996.0,9,8,578,6.4,1,0,1,1,0,0,2,0,0.16,0.0,0.16,0.16,0.16,0.16,0.0,0.0,0.31,0.0
606,Jayden Reid,us USA,DF,Sporting KC,24.0,2001.0,14,11,998,11.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0
607,Seymour Reid,jm JAM,FW,NYCFC,18.0,2008.0,11,0,89,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
608,Tahir Reid-Brown,us USA,DF,Orlando City,20.0,2006.0,7,2,225,2.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0
609,William Reilly,us USA,MF,Atlanta Utd,23.0,2002.0,8,6,566,6.3,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0
610,Agustín Resch,ar ARG,DF,Houston,24.0,2002.0,18,13,1226,13.6,1,0,1,1,0,0,3,0,0.07,0.0,0.07,0.07,0.07,0.07,0.0,0.0,0.22,0.0
611,Marco Reus,de GER,MFFW,LA Galaxy,37.0,1989.0,19,16,1346,15.0,4,6,10,3,1,1,1,0,0.27,0.4,0.67,0.2,0.6,0.2,0.07,0.07,0.07,0.0
612,Justin Reynolds,us USA,DFMF,Sporting KC,22.0,2004.0,8,4,317,3.5,0,1,1,0,0,0,0,0,0.0,0.28,0.28,0.0,0.28,0.0,0.0,0.0,0.0,0.0
613,Bernardo Rhein,br BRA,DF,Orlando City,18.0,2007.0,5,2,165,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
614,Andrew Rick,us USA,GK,Philadelphia,20.0,2006.0,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
615,Jamar Ricketts,us USA,DFMF,SJ Earthquakes,24.0,2001.0,17,14,1147,12.7,0,2,2,0,0,0,2,0,0.0,0.16,0.16,0.0,0.16,0.0,0.0,0.0,0.16,0.0
616,Kalani Rienzi,us USA,DF,Seattle Sounders,24.0,2002.0,16,11,1112,12.4,2,0,2,2,0,0,0,0,0.16,0.0,0.16,0.16,0.16,0.16,0.0,0.0,0.0,0.0
617,Chris Rindov,us USA,DF,LA Galaxy,24.0,2001.0,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
618,Rocco Ríos Novo,ar ARG,GK,Inter Miami,24.0,2002.0,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
619,Reid Roberts,us USA,DF,SJ Earthquakes,22.0,2003.0,18,18,1620,18.0,2,0,2,2,0,0,5,0,0.11,0.0,0.11,0.11,0.11,0.11,0.0,0.0,0.28,0.0
620,Miles Robinson,us USA,DF,FC Cincinnati,29.0,1997.0,13,12,936,10.4,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.1
