rk,player,nation,pos,squad,age,born_year,mp,starts,min,nineties,gls,ast,g_a,g_minus_pk,pk,pkatt,crdy,crdr,gls_per90,ast_per90,g_a_per90,g_minus_pk_per90,g_a_minus_pk_per90,g_minus_pk_per90_calc,pk_per90,pkatt_per90,crdy_per90,crdr_per90
24,Malte Amundsen,dk DEN,DF,Columbus Crew,28.0,1998.0,14,13,1084,12.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0
25,Felipe Andrade,br BRA,DF,Houston,24.0,2002.0,15,15,1328,14.8,1,0,1,1,0,0,7,0,0.07,0.0,0.07,0.07,0.07,0.07,0.0,0.0,0.47,0.0
26,Augustin Anello,it ITA,MFFW,Philadelphia,24.0,2002.0,11,3,394,4.4,1,1,2,1,0,0,1,0,0.23,0.23,0.46,0.23,0.46,0.23,0.0,0.0,0.23,0.0
27,Iván Angulo,co COL,MFDF,Orlando City,27.0,1999.0,19,18,1635,18.2,1,4,5,1,0,0,3,0,0.06,0.22,0.28,0.06,0.28,0.06,0.0,0.0,0.17,0.0
28,Conner Antley,us USA,DFMF,D.C. United,31.0,1995.0,4,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,Antony,br BRA,MFFW,Portland Timbers,24.0,2001.0,18,14,1231,13.7,2,1,3,2,0,0,0,0,0.15,0.07,0.22,0.15,0.22,0.15,0.0,0.0,0.0,0.0
30,Brian Anunga,cm CMR,MF,FC Cincinnati,30.0,1996.0,11,4,442,4.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
31,Matthew Arana,mx MEX,MF,Houston,15.0,2010.0,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Alexander Aravena,cl CHI,MF,Portland Timbers,23.0,2002.0,15,4,485,5.4,1,0,1,1,0,0,0,0,0.19,0.0,0.19,0.19,0.19,0.19,0.0,0.0,0.0,0.0
33,Max Arfsten,us USA,MF,Columbus Crew,25.0,2001.0,17,17,1462,16.2,4,4,8,4,0,0,3,0,0.25,0.25,0.49,0.25,0.49,0.25,0.0,0.0,0.18,0.0
34,Juan Arias,co COL,DF,Real Salt Lake,22.0,2004.0,2,1,107,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,Emilio Aristizábal,co COL,FWMF,Toronto FC,21.0,2005.0,16,7,549,6.1,3,0,3,3,0,0,1,0,0.49,0.0,0.49,0.49,0.49,0.49,0.0,0.0,0.16,0.0
36,Daniel Armando Ríos,mx MEX,FW,CF Montréal,31.0,1995.0,16,4,528,5.9,2,0,2,1,1,1,3,0,0.34,0.0,0.34,0.17,0.17,0.17,0.17,0.17,0.51,0.0
37,Paul Arriola,us USA,MFDF,Seattle Sounders,31.0,1995.0,12,5,354,3.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0
38,Artur,br BRA,MF,Houston,30.0,1996.0,12,9,814,9.0,0,1,1,0,0,0,2,0,0.0,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.22,0.0
39,Joshua Atencio,us USA,MF,Colorado Rapids,24.0,2002.0,16,12,1069,11.9,1,0,1,1,0,0,8,0,0.08,0.0,0.08,0.08,0.08,0.08,0.0,0.0,0.67,0.0
40,Eduard Atuesta,co COL,MF,Orlando City,29.0,1997.0,13,10,814,9.0,0,3,3,0,0,0,5,0,0.0,0.33,0.33,0.0,0.33,0.0,0.0,0.0,0.55,0.0
41,Julián Aude,ar ARG,DF,LA Galaxy,23.0,2003.0,11,9,654,7.3,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0
42,Palmer Ault,us USA,FW,St. Louis City,22.0,2004.0,5,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,Tomás Avilés,ar ARG,DF,CF Montréal,22.0,2004.0,4,3,220,2.4,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41
44,Nəriman Axundzadə,az AZE,MF,Columbus Crew,22.0,2004.0,7,1,117,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,David Ayala,ar ARG,MF,Inter Miami,24.0,2002.0,7,3,281,3.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,Jeevan Badwal,ca CAN,MF,Vancouver,20.0,2006.0,17,14,1138,12.6,1,2,3,1,0,0,2,0,0.08,0.16,0.24,0.08,0.24,0.08,0.0,0.0,0.16,0.0
47,Elías Báez,ar ARG,DF,Atlanta Utd,21.0,2004.0,17,17,1480,16.4,1,2,3,1,0,0,5,0,0.06,0.12,0.18,0.06,0.18,0.06,0.0,0.0,0.3,0.0
48,Drew Baiera,us USA,DF,NYCFC,19.0,2007.0,3,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,Cody Baker,us USA,DF,Seattle Sounders,22.0,2004.0,3,1,97,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,Cody Baker,us USA,DF,NE Revolution,22.0,2004.0,3,0,67,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,Reed Baker-Whiting,us USA,DF,Nashville SC,21.0,2005.0,12,5,497,5.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0
52,Jonathan Bamba,ci CIV,MFFW,Chicago Fire,30.0,1996.0,13,11,939,10.4,2,2,4,2,0,0,2,0,0.19,0.19,0.38,0.19,0.38,0.19,0.0,0.0,0.19,0.0
53,Fletcher Bank,us USA,MF,Toronto FC,23.0,2003.0,1,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,Jesús Barea,es ESP,FW,Real Salt Lake,24.0,2002.0,3,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,Tai Baribo,il ISR,FW,D.C. United,28.0,1998.0,16,15,1282,14.2,12,0,12,9,3,3,3,0,0.84,0.0,0.84,0.63,0.63,0.63,0.21,0.21,0.21,0.0
56,Tom Barlow,us USA,FWMF,FC Cincinnati,31.0,1995.0,19,6,708,7.9,6,1,7,6,0,0,2,0,0.76,0.13,0.89,0.76,0.89,0.76,0.0,0.0,0.25,0.0
57,Leonardo Barroso,pt POR,DFMF,Chicago Fire,21.0,2005.0,10,10,749,8.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0
58,Jacob Bartlett,us USA,MF,Sporting KC,20.0,2005.0,15,9,901,10.0,1,0,1,1,0,0,2,0,0.1,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.2,0.0
59,Lucas Bartlett,us USA,DF,D.C. United,29.0,1997.0,18,18,1616,18.0,2,0,2,2,0,0,5,0,0.11,0.0,0.11,0.11,0.11,0.11,0.0,0.0,0.28,0.0
60,Ethan Bartlow,us USA,DF,Sporting KC,26.0,2000.0,11,9,790,8.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0
61,Cole Bassett,us USA,MF,Portland Timbers,25.0,2001.0,15,15,1215,13.5,3,2,5,3,0,0,2,0,0.22,0.15,0.37,0.22,0.37,0.22,0.0,0.0,0.15,0.0
62,Zorhan Bassong,ca CAN,MF,Sporting KC,27.0,1999.0,10,8,610,6.8,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0
63,Josh Bauer,us USA,DF,Nashville SC,28.0,1998.0,14,6,506,5.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0
64,Timo Baumgartl,de GER,DF,St. Louis City,30.0,1996.0,19,19,1710,19.0,1,0,1,1,0,0,2,0,0.05,0.0,0.05,0.05,0.05,0.05,0.0,0.0,0.11,0.0
65,Julián Bazán,co COL,DF,RB New York,20.0,2005.0,5,3,298,3.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,Tanner Beason,us USA,DF,NE Revolution,29.0,1997.0,5,0,57,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,Simon Becher,us USA,FW,St. Louis City,27.0,1999.0,19,18,1498,16.6,4,4,8,4,0,0,1,0,0.24,0.24,0.48,0.24,0.48,0.24,0.0,0.0,0.06,0.0
68,Alejandro Bedoya,us USA,MF,Philadelphia,39.0,1987.0,11,1,217,2.4,0,2,2,0,0,0,1,0,0.0,0.83,0.83,0.0,0.83,0.0,0.0,0.0,0.41,0.0
69,Jon Bell,jm JAM,DF,Austin FC,28.0,1997.0,14,7,722,8.0,2,0,2,2,0,0,1,0,0.25,0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.12,0.0
70,Ben Bender,us USA,DFMF,Philadelphia,25.0,2001.0,8,4,435,4.8,1,0,1,1,0,0,1,0,0.21,0.0,0.21,0.21,0.21,0.21,0.0,0.0,0.21,0.0
71,Nehuén Benedetti,ar ARG,MF,RB New York,21.0,2005.0,6,0,92,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0
72,Ramiro Benetti,br BRA,MF,FC Dallas,33.0,1993.0,15,13,1068,11.9,0,1,1,0,0,0,3,0,0.0,0.08,0.08,0.0,0.08,0.0,0.0,0.0,0.25,0.0
73,Lasse Berg Johnsen,no NOR,MF,Sporting KC,27.0,1999.0,15,14,1223,13.6,1,0,1,1,0,0,4,1,0.07,0.0,0.07,0.07,0.07,0.07,0.0,0.0,0.29,0.07
74,Gustav Berggren,se SWE,MFDF,RB New York,28.0,1997.0,12,4,416,4.6,0,2,2,0,0,0,1,1,0.0,0.43,0.43,0.0,0.43,0.0,0.0,0.0,0.22,0.22
75,Sebastian Berhalter,us USA,MF,Vancouver,25.0,2001.0,14,13,1121,12.5,6,4,10,5,1,1,3,0,0.48,0.32,0.8,0.4,0.72,0.4,0.08,0.08,0.24,0.0
76,Juan Berrocal,es ESP,DF,Atlanta Utd,27.0,1999.0,9,8,731,8.1,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0
77,Germán Berterame,mx MEX,FW,Inter Miami,27.0,1998.0,17,14,1305,14.5,7,4,11,7,0,0,1,0,0.48,0.28,0.76,0.48,0.76,0.48,0.0,0.0,0.07,0.0
78,Pep Biel,es ESP,MFFW,Charlotte,29.0,1996.0,19,19,1658,18.4,10,5,15,9,1,1,2,0,0.54,0.27,0.81,0.49,0.76,0.49,0.05,0.05,0.11,0.0
79,Mamadou Billo Diop,sn SEN,FW,Colorado Rapids,19.0,2006.0,2,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,Ran Binyamin,il ISR,MFDF,FC Dallas,22.0,2004.0,16,6,521,5.8,0,2,2,0,0,0,1,0,0.0,0.35,0.35,0.0,0.35,0.0,0.0,0.0,0.17,0.0
81,Guilherme Biro,br BRA,DF,Austin FC,26.0,2000.0,16,15,1205,13.4,1,1,2,1,0,0,4,1,0.07,0.07,0.15,0.07,0.15,0.07,0.0,0.0,0.3,0.07
82,Tristan Blackmon,us USA,DF,Vancouver,30.0,1996.0,17,16,1465,16.3,1,0,1,1,0,0,3,0,0.06,0.0,0.06,0.06,0.06,0.06,0.0,0.0,0.18,0.0
83,Andre Blake,jm JAM,GK,Philadelphia,35.0,1990.0,18,18,1620,18.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,Or Blorian,il ISR,DF,Sporting KC,26.0,2000.0,5,5,383,4.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,Isaac Boehmer,us USA,GK,Vancouver,24.0,2001.0,2,1,114,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,Mateusz Bogusz,pl POL,MFFW,Houston,24.0,2001.0,18,17,1527,17.0,4,1,5,4,0,0,2,0,0.24,0.06,0.29,0.24,0.29,0.24,0.0,0.0,0.12,0.0
87,Luca Bombino,us USA,DF,San Diego FC,20.0,2006.0,15,12,1056,11.7,1,1,2,1,0,0,5,1,0.09,0.09,0.17,0.09,0.17,0.09,0.0,0.0,0.43,0.09
88,Jonathan Bond,eng ENG,GK,Houston,33.0,1993.0,19,19,1665,18.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,Alex Bonetig,au AUS,DF,Portland Timbers,23.0,2002.0,8,7,648,7.2,1,0,1,1,0,0,1,0,0.14,0.0,0.14,0.14,0.14,0.14,0.0,0.0,0.14,0.0
90,Zach Booth,us USA,MFFW,Real Salt Lake,22.0,2004.0,11,6,433,4.8,1,0,1,1,0,0,2,0,0.21,0.0,0.21,0.21,0.21,0.21,0.0,0.0,0.42,0.0
91,Diego Borges,br BRA,DF,Sporting KC,21.0,2004.0,3,2,204,2.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0
92,Dylan Borso,us USA,MF,Chicago Fire,20.0,2006.0,4,0,78,0.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15,0.0
93,Antone Bossenberry,ca CAN,MF,Toronto FC,18.0,2008.0,2,0,35,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,Denis Bouanga,ga GAB,FWMF,LAFC,31.0,1994.0,19,19,1633,18.1,10,4,14,9,1,1,5,0,0.55,0.22,0.77,0.5,0.72,0.5,0.06,0.06,0.28,0.0
95,Ousseni Bouda,bf BFA,MFFW,SJ Earthquakes,26.0,2000.0,19,17,1503,16.7,5,1,6,5,0,0,1,0,0.3,0.06,0.36,0.3,0.36,0.3,0.0,0.0,0.06,0.0
96,Amin Boudri,se SWE,MF,LAFC,21.0,2004.0,4,0,78,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,Agustín Bouzat,ar ARG,MF,Houston,32.0,1994.0,16,8,786,8.7,1,1,2,1,0,0,1,1,0.11,0.11,0.23,0.11,0.23,0.11,0.0,0.0,0.11,0.11
98,Michael Boxall,nz NZL,DF,Minnesota Utd,38.0,1988.0,11,9,757,8.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0
99,Tyler Boyd,us USA,MFFW,LAFC,31.0,1994.0,17,5,547,6.1,1,2,3,1,0,0,2,0,0.16,0.33,0.49,0.16,0.49,0.16,0.0,0.0,0.33,0.0
100,Chris Brady,us USA,GK,Chicago Fire,22.0,2004.0,18,18,1620,18.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0
101,David Brekalo,si SVN,DF,Orlando City,27.0,1998.0,15,13,1136,12.6,1,0,1,1,0,0,2,0,0.08,0.0,0.08,0.08,0.08,0.08,0.0,0.0,0.16,0.0
102,Luke Brennan,us USA,MF,Atlanta Utd,21.0,2005.0,12,3,325,3.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,Sebastian Breza,ca CAN,GK,CF Montréal,28.0,1998.0,3,3,270,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0
104,Yannick Bright,it ITA,MF,Inter Miami,24.0,2001.0,16,15,1300,14.4,0,1,1,0,0,0,3,1,0.0,0.07,0.07,0.0,0.07,0.0,0.0,0.0,0.21,0.07
105,Brandt Bronico,us USA,MF,Charlotte,31.0,1995.0,15,6,597,6.6,1,0,1,1,0,0,1,0,0.15,0.0,0.15,0.15,0.15,0.15,0.0,0.0,0.15,0.0
106,Snyder Brunell,us USA,MF,Seattle Sounders,19.0,2007.0,18,13,1142,12.7,0,1,1,0,0,0,2,0,0.0,0.08,0.08,0.0,0.08,0.0,0.0,0.0,0.16,0.0
107,Charles-Emile Brunet,ca CAN,MF,Nashville SC,22.0,2003.0,4,0,58,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,Pavel Bucha,cz CZE,MF,FC Cincinnati,28.0,1998.0,18,18,1569,17.4,5,4,9,5,0,0,3,0,0.29,0.23,0.52,0.29,0.52,0.29,0.0,0.0,0.17,0.0
109,Noel Buck,eng ENG,MF,SJ Earthquakes,21.0,2005.0,1,1,63,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,Dawid Bugaj,pl POL,DF,CF Montréal,22.0,2004.0,15,12,1095,12.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0
111,Roman Bürki,ch SUI,GK,St. Louis City,35.0,1990.0,17,17,1530,17.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0
112,Micah Burton,us USA,FW,Austin FC,20.0,2006.0,2,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,Brandon Bye,us USA,DF,Portland Timbers,30.0,1995.0,19,18,1634,18.2,1,3,4,1,0,0,4,0,0.06,0.17,0.22,0.06,0.22,0.06,0.0,0.0,0.22,0.0
114,Nathan Byrne,eng ENG,DF,Charlotte,34.0,1992.0,18,17,1506,16.7,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0
115,Rafael Cabral,br BRA,GK,Real Salt Lake,36.0,1990.0,18,18,1620,18.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,Kenji Cabrera,pe PER,MF,Vancouver,23.0,2003.0,9,2,313,3.5,0,2,2,0,0,0,2,0,0.0,0.58,0.58,0.0,0.58,0.0,0.0,0.0,0.58,0.0
117,Bruno Caicedo,ec ECU,MF,Vancouver,21.0,2005.0,9,3,347,3.9,2,3,5,2,0,0,2,0,0.52,0.78,1.3,0.52,1.3,0.52,0.0,0.0,0.52,0.0
118,Fricio Caicedo,ec ECU,DF,Inter Miami,18.0,2008.0,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,José Caicedo,co COL,MF,Portland Timbers,24.0,2002.0,12,8,612,6.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0
120,Marcus Caldeira,ca CAN,FW,Minnesota Utd,21.0,2004.0,2,0,12,0.1,0,1,1,0,0,0,0,0,0.0,7.5,7.5,0.0,7.5,0.0,0.0,0.0,0.0,0.0
121,Taylor Calheira,us USA,FW,Sporting KC,24.0,2002.0,11,3,292,3.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0
122,Noel Caliskan,de GER,MF,Real Salt Lake,25.0,2000.0,18,17,1546,17.2,0,2,2,0,0,0,3,0,0.0,0.12,0.12,0.0,0.12,0.0,0.0,0.0,0.17,0.0
123,Drake Callender,us USA,GK,Minnesota Utd,28.0,1997.0,19,19,1710,19.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0
124,Rudy Camacho,fr FRA,DF,Columbus Crew,35.0,1991.0,18,17,1537,17.1,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0
125,Leonardo Campana,ec ECU,FW,NE Revolution,26.0,2000.0,2,1,109,1.2,1,0,1,1,0,0,0,0,0.83,0.0,0.83,0.83,0.83,0.83,0.0,0.0,0.0,0.0
126,Reggie Cannon,us USA,DF,Colorado Rapids,28.0,1998.0,10,8,615,6.8,1,0,1,1,0,0,3,0,0.15,0.0,0.15,0.15,0.15,0.15,0.0,0.0,0.44,0.0
127,Capita,ao ANG,MFFW,Sporting KC,24.0,2002.0,12,11,825,9.2,2,1,3,2,0,0,4,0,0.22,0.11,0.33,0.22,0.33,0.22,0.0,0.0,0.44,0.0
128,Christian Cappis,us USA,MF,FC Dallas,27.0,1999.0,19,13,1183,13.1,0,1,1,0,0,0,4,0,0.0,0.08,0.08,0.0,0.08,0.0,0.0,0.0,0.3,0.0
129,Antonio Carlos,br BRA,DF,Houston,33.0,1993.0,13,11,1034,11.5,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09
130,Wikelman Carmona,ve VEN,MFFW,CF Montréal,23.0,2003.0,12,10,792,8.8,4,2,6,4,0,0,1,0,0.45,0.23,0.68,0.45,0.68,0.45,0.0,0.0,0.11,0.0
131,Maxi Carrizo,us USA,MF,NYCFC,18.0,2008.0,6,0,92,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,Wilder Cartagena,pe PER,MF,Orlando City,31.0,1994.0,6,1,80,0.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12,0.0
133,Cabral Carter,us USA,GK,LAFC,22.0,2004.0,1,0,61,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,Casemiro,br BRA,MF,Inter Miami,34.0,1992.0,3,3,270,3.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0
135,Nico Cavallo,us USA,DFMF,NYCFC,24.0,2001.0,10,9,799,8.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0
136,Brayan Ceballos,co COL,DF,NE Revolution,25.0,2001.0,9,8,635,7.1,2,0,2,2,0,0,3,0,0.28,0.0,0.28,0.28,0.28,0.28,0.0,0.0,0.43,0.0
137,Brayan Ceballos,co COL,DF,CF Montréal,25.0,2001.0,1,1,61,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,Roman Celentano,us USA,GK,FC Cincinnati,25.0,2000.0,17,17,1530,17.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,Edwin Cerrillo,us USA,MF,LA Galaxy,25.0,2000.0,16,14,1271,14.1,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
140,Dylan Chambost,fr FRA,MF,Columbus Crew,28.0,1997.0,16,12,1000,11.1,0,2,2,0,0,0,2,0,0.0,0.18,0.18,0.0,0.18,0.0,0.0,0.0,0.18,0.0
141,Tomás Chancalay,ar ARG,FWMF,Minnesota Utd,27.0,1999.0,19,16,1370,15.2,2,3,5,2,0,0,3,0,0.13,0.2,0.33,0.13,0.33,0.13,0.0,0.0,0.2,0.0
142,Kieran Chandler,us USA,DF,Minnesota Utd,21.0,2005.0,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,Diego Chará,co COL,MF,Portland Timbers,40.0,1986.0,15,9,903,10.0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0
144,Gabriel Chaves,br BRA,MFFW,LA Galaxy,25.0,2001.0,14,14,1211,13.5,5,4,9,5,0,0,5,1,0.37,0.3,0.67,0.37,0.67,0.37,0.0,0.0,0.37,0.07
145,Justin Che,us USA,DF,RB New York,22.0,2003.0,12,10,914,10.2,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0
146,Yevhen Cheberko,ua UKR,DFMF,Columbus Crew,28.0,1998.0,3,0,85,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,Yevhen Cheberko,ua UKR,DF,LAFC,28.0,1998.0,5,5,434,4.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,Andrei Chirilă,us USA,DF,FC Cincinnati,18.0,2008.0,6,4,419,4.7,1,0,1,1,0,0,1,0,0.21,0.0,0.21,0.21,0.21,0.21,0.0,0.0,0.21,0.0
149,Micah Chisholm,ca CAN,DF,Toronto FC,21.0,2004.0,2,0,66,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,Mathieu Choinière,ca CAN,MF,LAFC,27.0,1999.0,20,12,1106,12.3,2,3,5,2,0,0,1,0,0.16,0.24,0.41,0.16,0.41,0.16,0.0,0.0,0.08,0.0
151,Richard Chukwu,ca CAN,DF,Toronto FC,18.0,2008.0,1,1,70,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,José Cifuentes,ec ECU,MF,Toronto FC,27.0,1999.0,10,10,792,8.8,1,1,2,1,0,0,3,0,0.11,0.11,0.23,0.11,0.23,0.11,0.0,0.0,0.34,0.0
153,Markus Cimermancic,ca CAN,MF,Toronto FC,21.0,2004.0,3,3,227,2.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,Caden Clark,us USA,MF,D.C. United,23.0,2003.0,7,0,89,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.0
155,Will Cleary,us USA,DF,Charlotte,23.0,2003.0,5,2,234,2.6,0,1,1,0,0,0,0,0,0.0,0.38,0.38,0.0,0.38,0.0,0.0,0.0,0.0,0.0
156,Stefan Cleveland,us USA,GK,Sporting KC,32.0,1994.0,10,10,900,10.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,Noah Cobb,us USA,DF,Colorado Rapids,21.0,2005.0,9,2,339,3.8,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.0
158,Alonso Coello,es ESP,MF,Toronto FC,26.0,1999.0,19,14,1283,14.3,0,3,3,0,0,0,3,0,0.0,0.21,0.21,0.0,0.21,0.0,0.0,0.0,0.21,0.0
159,Michael Collodi,us USA,GK,FC Dallas,25.0,2001.0,13,13,1170,13.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0
